league,season,team,avg_scored_home,avg_conceded_home,home_win_pct,home_close_match_pct,avg_scored_away,avg_conceded_away,away_win_pct,away_close_match_pct,overall_avg_conceded,players_used,avg_age,goals,goals_per90,assists,assists_per90,goals_and_assists,goals_and_assists_per90,goals_excluding_pk,goals_excluding_pk_per90,penalty_kicks,penalty_attempts,yellow_cards,red_cards,goals_and_assists_excl_pk
Premier League,2020-2021,CHELSEA,1.63,0.95,47.37,10.53,1.42,0.95,52.63,47.37,0.95,27,26.0,56,1.47,38,1.0,94,2.47,48,1.26,8,10,51,3.0,2.26
Premier League,2020-2021,CRYSTAL PALACE,1.05,1.68,31.58,31.58,1.11,1.79,31.58,26.32,1.74,24,29.1,39,1.03,29,0.76,68,1.79,36,0.95,3,4,56,2.0,1.71
Premier League,2020-2021,EVERTON,1.26,1.47,31.58,47.37,1.21,1.05,57.89,52.63,1.26,29,26.3,45,1.18,32,0.84,77,2.03,41,1.08,4,5,59,2.0,1.92
Premier League,2020-2021,FULHAM,0.47,1.47,10.53,42.11,0.95,1.32,15.79,26.32,1.39,28,25.2,26,0.68,18,0.47,44,1.16,23,0.61,3,6,67,3.0,1.08
Premier League,2020-2021,LEEDS UNITED,1.47,1.11,42.11,42.11,1.79,1.74,52.63,36.84,1.42,23,26.1,60,1.58,45,1.18,105,2.76,56,1.47,4,4,61,1.0,2.66
Premier League,2020-2021,LEICESTER CITY,1.79,1.58,47.37,21.05,1.79,1.05,57.89,42.11,1.32,27,26.5,64,1.68,45,1.18,109,2.87,54,1.42,10,12,61,0.0,2.61
Premier League,2020-2021,LIVERPOOL,1.53,1.05,52.63,47.37,2.05,1.16,52.63,15.79,1.11,28,26.8,65,1.71,43,1.13,108,2.84,59,1.55,6,6,40,0.0,2.68
Premier League,2020-2021,MANCHESTER CITY,2.26,0.89,68.42,31.58,2.11,0.79,73.68,31.58,0.84,24,26.1,82,2.16,55,1.45,137,3.61,77,2.03,5,9,46,2.0,3.47
Premier League,2020-2021,MANCHESTER UTD,2.0,1.47,47.37,42.11,1.84,0.84,63.16,31.58,1.16,29,25.6,70,1.84,51,1.34,121,3.18,60,1.58,10,11,64,1.0,2.92
Premier League,2020-2021,NEWCASTLE UTD,1.37,1.74,31.58,47.37,1.05,1.53,31.58,10.53,1.63,27,27.1,44,1.16,26,0.68,70,1.84,38,1.0,6,7,65,3.0,1.68
Premier League,2020-2021,SHEFFIELD UTD,0.63,1.42,26.32,63.16,0.42,1.89,10.53,63.16,1.66,27,26.7,19,0.5,13,0.34,32,0.84,16,0.42,3,4,73,3.0,0.76
Premier League,2020-2021,SOUTHAMPTON,1.47,1.32,42.11,36.84,1.0,2.26,21.05,36.84,1.79,29,26.6,47,1.24,33,0.87,80,2.11,42,1.11,5,6,52,3.0,1.97
Premier League,2020-2021,TOTTENHAM,1.84,1.05,52.63,26.32,1.74,1.32,42.11,36.84,1.18,24,27.2,66,1.74,50,1.32,116,3.05,61,1.61,5,5,57,2.0,2.92
Premier League,2020-2021,WEST BROM,0.79,2.05,15.79,26.32,1.05,1.95,10.53,31.58,2.0,30,26.4,33,0.87,20,0.53,53,1.39,29,0.76,4,4,51,4.0,1.29
Premier League,2020-2021,WEST HAM,1.68,1.16,52.63,42.11,1.58,1.32,47.37,57.89,1.24,24,27.8,60,1.58,46,1.21,106,2.79,58,1.53,2,4,50,3.0,2.74
Premier League,2020-2021,WOLVES,1.11,1.32,36.84,63.16,0.79,1.42,26.32,47.37,1.37,27,26.3,34,0.89,21,0.55,55,1.45,30,0.79,4,4,55,1.0,1.34
Premier League,2021-2022,ARSENAL,1.84,0.89,68.42,36.84,1.37,1.63,47.37,42.11,1.26,27,24.4,60,1.58,41,1.08,101,2.66,55,1.45,5,8,67,4.0,2.53
Premier League,2021-2022,ASTON VILLA,1.53,1.53,31.58,31.58,1.21,1.32,36.84,63.16,1.42,31,26.1,50,1.32,42,1.11,92,2.42,47,1.24,3,3,81,2.0,2.34
Premier League,2021-2022,BRENTFORD,1.16,1.11,36.84,52.63,1.37,1.84,31.58,26.32,1.47,29,25.4,46,1.21,33,0.87,79,2.08,40,1.05,6,6,65,3.0,1.92
Premier League,2021-2022,BRIGHTON,1.0,1.21,26.32,10.53,1.21,1.11,36.84,31.58,1.16,26,26.2,40,1.05,30,0.79,70,1.84,36,0.95,4,7,72,2.0,1.74
Premier League,2021-2022,BURNLEY,0.95,1.32,26.32,36.84,0.84,1.47,10.53,15.79,1.39,23,28.5,32,0.84,26,0.68,58,1.53,31,0.82,1,2,68,2.0,1.5
Premier League,2021-2022,CHELSEA,1.95,1.16,47.37,26.32,2.05,0.58,63.16,31.58,0.87,26,27.4,75,1.97,52,1.37,127,3.34,67,1.76,8,9,63,1.0,3.13
Premier League,2021-2022,CRYSTAL PALACE,1.42,0.89,36.84,26.32,1.21,1.53,21.05,31.58,1.21,24,27.1,50,1.32,31,0.82,81,2.13,44,1.16,6,8,69,1.0,1.97
Premier League,2021-2022,EVERTON,1.42,1.32,47.37,57.89,0.84,2.16,10.53,31.58,1.74,33,26.7,42,1.11,29,0.76,71,1.87,36,0.95,6,7,82,6.0,1.71
Premier League,2021-2022,LEEDS UNITED,1.0,2.0,21.05,26.32,1.21,2.16,26.32,47.37,2.08,29,26.1,42,1.11,26,0.68,68,1.79,37,0.97,5,5,101,3.0,1.66
Premier League,2021-2022,LEICESTER CITY,1.79,1.21,52.63,42.11,1.47,1.89,21.05,31.58,1.55,28,26.5,62,1.63,46,1.21,108,2.84,60,1.58,2,2,55,1.0,2.79
Premier League,2021-2022,LIVERPOOL,2.58,0.47,78.95,10.53,2.37,0.89,68.42,36.84,0.68,27,27.7,94,2.47,71,1.87,165,4.34,87,2.29,7,8,50,1.0,4.16
Premier League,2021-2022,MANCHESTER CITY,3.05,0.79,78.95,26.32,2.16,0.58,73.68,36.84,0.68,26,27.0,96,2.53,63,1.66,159,4.18,89,2.34,7,9,42,1.0,4.0
Premier League,2021-2022,MANCHESTER UTD,1.68,1.16,52.63,36.84,1.32,1.84,31.58,26.32,1.5,29,27.2,56,1.47,46,1.21,102,2.68,53,1.39,3,5,77,2.0,2.61
Premier League,2021-2022,NEWCASTLE UTD,1.37,1.42,42.11,42.11,0.95,1.84,26.32,31.58,1.63,29,27.5,41,1.08,23,0.61,64,1.68,38,1.0,3,3,81,2.0,1.61
Premier League,2021-2022,NORWICH CITY,0.63,2.26,15.79,26.32,0.58,2.16,10.53,21.05,2.21,28,26.2,21,0.55,16,0.42,37,0.97,18,0.47,3,3,57,1.0,0.89
Premier League,2021-2022,SOUTHAMPTON,1.21,1.26,31.58,42.11,1.05,2.26,15.79,21.05,1.76,25,25.7,41,1.08,26,0.68,67,1.76,37,0.97,4,4,65,2.0,1.66
Premier League,2021-2022,TOTTENHAM,2.0,1.0,68.42,36.84,1.63,1.11,47.37,42.11,1.05,25,26.5,63,1.66,50,1.32,113,2.97,58,1.53,5,5,69,1.0,2.84
Premier League,2021-2022,WATFORD,0.89,2.42,10.53,36.84,0.89,1.63,21.05,47.37,2.03,30,28.4,33,0.87,26,0.68,59,1.55,32,0.84,1,2,63,3.0,1.53
Premier League,2021-2022,WEST HAM,1.74,1.37,47.37,63.16,1.42,1.32,36.84,42.11,1.34,25,28.2,58,1.53,46,1.21,104,2.74,54,1.42,4,6,52,3.0,2.63
Premier League,2021-2022,WOLVES,1.05,1.32,36.84,52.63,0.95,0.95,42.11,63.16,1.13,26,27.3,35,0.92,22,0.58,57,1.5,34,0.89,1,1,62,2.0,1.47
Premier League,2022-2023,ARSENAL,2.79,1.32,73.68,26.32,1.84,0.95,63.16,26.32,1.13,26,24.7,84,2.21,64,1.68,148,3.89,81,2.13,3,4,51,0.0,3.82
Premier League,2022-2023,ASTON VILLA,1.74,1.11,63.16,42.11,0.95,1.32,31.58,31.58,1.21,26,27.0,49,1.29,35,0.92,84,2.21,46,1.21,3,4,80,1.0,2.13
Premier League,2022-2023,BOURNEMOUTH,1.05,1.47,31.58,31.58,0.89,2.26,26.32,47.37,1.87,31,26.3,37,0.97,24,0.63,61,1.61,37,0.97,0,0,68,0.0,1.61
Premier League,2022-2023,BRENTFORD,1.84,0.95,52.63,21.05,1.21,1.47,26.32,26.32,1.21,25,26.2,56,1.47,36,0.95,92,2.42,49,1.29,7,8,57,1.0,2.24
Premier League,2022-2023,BRIGHTON,1.95,1.11,52.63,36.84,1.84,1.68,42.11,31.58,1.39,29,26.3,68,1.79,46,1.21,114,3.0,62,1.63,6,6,58,0.0,2.84
Premier League,2022-2023,CHELSEA,1.05,1.0,31.58,42.11,0.95,1.47,26.32,36.84,1.24,32,26.3,37,0.97,27,0.71,64,1.68,34,0.89,3,3,81,3.0,1.61
Premier League,2022-2023,CRYSTAL PALACE,1.11,1.21,36.84,36.84,1.0,1.37,21.05,36.84,1.29,26,26.7,38,1.0,29,0.76,67,1.76,37,0.97,1,3,82,3.0,1.74
Premier League,2022-2023,EVERTON,0.84,1.42,31.58,47.37,0.95,1.58,10.53,15.79,1.5,28,26.6,32,0.84,24,0.63,56,1.47,29,0.76,3,3,81,2.0,1.39
Premier League,2022-2023,FULHAM,1.63,1.53,42.11,47.37,1.26,1.26,36.84,68.42,1.39,29,28.2,52,1.37,33,0.87,85,2.24,47,1.24,5,9,80,1.0,2.11
Premier League,2022-2023,LEEDS UNITED,1.37,1.95,26.32,31.58,1.16,2.16,10.53,52.63,2.05,29,25.3,45,1.18,31,0.82,76,2.0,44,1.16,1,3,89,3.0,1.97
Premier League,2022-2023,LEICESTER CITY,1.21,1.42,26.32,47.37,1.47,2.16,21.05,26.32,1.79,28,26.1,49,1.29,36,0.95,85,2.24,46,1.21,3,6,63,2.0,2.16
Premier League,2022-2023,LIVERPOOL,2.42,0.89,68.42,47.37,1.53,1.58,31.58,31.58,1.24,28,27.4,71,1.87,58,1.53,129,3.39,69,1.82,2,4,57,1.0,3.34
Premier League,2022-2023,MANCHESTER CITY,3.16,0.89,89.47,21.05,1.79,0.84,57.89,42.11,0.87,24,27.2,92,2.42,69,1.82,161,4.24,83,2.18,9,10,44,1.0,4.0
Premier League,2022-2023,MANCHESTER UTD,1.89,0.53,78.95,42.11,1.16,1.74,42.11,47.37,1.13,26,26.9,56,1.47,42,1.11,98,2.58,53,1.39,3,3,78,2.0,2.5
Premier League,2022-2023,NEWCASTLE UTD,1.89,0.74,57.89,21.05,1.68,1.0,42.11,21.05,0.87,27,27.3,64,1.68,42,1.11,106,2.79,58,1.53,6,6,61,1.0,2.63
Premier League,2022-2023,NOTT'HAM FOREST,1.42,1.26,42.11,47.37,0.58,2.32,5.26,26.32,1.79,33,26.5,36,0.95,22,0.58,58,1.53,33,0.87,3,6,84,0.0,1.45
Premier League,2022-2023,SOUTHAMPTON,1.0,1.95,10.53,42.11,0.89,1.89,21.05,57.89,1.92,36,24.7,36,0.95,25,0.66,61,1.61,34,0.89,2,4,73,0.0,1.55
Premier League,2022-2023,TOTTENHAM,1.95,1.32,63.16,47.37,1.74,2.0,31.58,31.58,1.66,29,27.6,68,1.79,46,1.21,114,3.0,63,1.66,5,6,77,3.0,2.87
Premier League,2022-2023,WEST HAM,1.37,1.26,42.11,21.05,0.84,1.63,15.79,52.63,1.45,25,28.2,41,1.08,25,0.66,66,1.74,35,0.92,6,8,44,0.0,1.58
Premier League,2022-2023,WOLVES,1.0,1.05,47.37,47.37,0.63,2.0,10.53,36.84,1.53,32,26.7,28,0.74,12,0.32,40,1.05,25,0.66,3,3,85,6.0,0.97
Premier League,2023-2024,ARSENAL,2.53,0.84,78.95,26.32,2.26,0.68,68.42,52.63,0.76,25,25.0,86,2.26,62,1.63,148,3.89,76,2.0,10,10,64,2.0,3.63
Premier League,2023-2024,ASTON VILLA,2.53,1.47,63.16,21.05,1.47,1.74,42.11,36.84,1.61,31,26.9,72,1.89,55,1.45,127,3.34,68,1.79,4,4,94,2.0,3.24
Premier League,2023-2024,BOURNEMOUTH,1.42,1.47,36.84,36.84,1.42,2.05,31.58,21.05,1.76,30,25.7,52,1.37,39,1.03,91,2.39,50,1.32,2,3,79,3.0,2.34
Premier League,2023-2024,BRENTFORD,1.53,1.79,26.32,21.05,1.42,1.63,26.32,52.63,1.71,28,26.6,54,1.42,38,1.0,92,2.42,51,1.34,3,3,89,2.0,2.34
Premier League,2023-2024,BRIGHTON,1.58,1.42,42.11,21.05,1.32,1.84,21.05,26.32,1.63,30,25.9,50,1.32,36,0.95,86,2.26,45,1.18,5,6,90,3.0,2.13
Premier League,2023-2024,BURNLEY,1.0,2.26,10.53,21.05,1.16,1.84,15.79,31.58,2.05,31,24.5,40,1.05,30,0.79,70,1.84,37,0.97,3,3,77,7.0,1.76
Premier League,2023-2024,CHELSEA,2.32,1.37,57.89,42.11,1.74,1.95,36.84,26.32,1.66,32,24.2,76,2.0,51,1.34,127,3.34,65,1.71,11,12,109,4.0,3.05
Premier League,2023-2024,CRYSTAL PALACE,1.95,1.37,42.11,31.58,1.05,1.68,26.32,31.58,1.53,26,26.7,56,1.47,43,1.13,99,2.61,52,1.37,4,4,73,2.0,2.5
Premier League,2023-2024,EVERTON,1.16,0.95,42.11,36.84,0.95,1.74,26.32,31.58,1.34,26,27.1,40,1.05,17,0.45,57,1.5,38,1.0,2,3,82,1.0,1.45
Premier League,2023-2024,FULHAM,1.63,1.26,47.37,31.58,1.26,1.95,21.05,26.32,1.61,25,28.4,54,1.42,40,1.05,94,2.47,52,1.37,2,2,84,4.0,2.42
Premier League,2023-2024,LIVERPOOL,2.58,0.89,78.95,15.79,1.95,1.26,47.37,21.05,1.08,30,26.3,80,2.11,60,1.58,140,3.68,74,1.95,6,9,69,5.0,3.53
Premier League,2023-2024,LUTON TOWN,1.47,1.95,21.05,57.89,1.26,2.53,10.53,36.84,2.24,28,26.7,49,1.29,33,0.87,82,2.16,44,1.16,5,5,71,0.0,2.03
Premier League,2023-2024,MANCHESTER CITY,2.68,0.84,73.68,15.79,2.37,0.95,73.68,36.84,0.89,25,26.6,94,2.47,69,1.82,163,4.29,85,2.24,9,10,53,2.0,4.05
Premier League,2023-2024,MANCHESTER UTD,1.63,1.47,52.63,52.63,1.37,1.58,42.11,47.37,1.53,31,26.1,57,1.5,36,0.95,93,2.45,51,1.34,6,7,83,1.0,2.29
Premier League,2023-2024,NEWCASTLE UTD,2.58,1.16,63.16,31.58,1.89,2.11,31.58,31.58,1.63,32,27.2,83,2.18,55,1.45,138,3.63,75,1.97,8,9,79,1.0,3.42
Premier League,2023-2024,NOTT'HAM FOREST,1.42,1.58,26.32,47.37,1.16,1.95,21.05,36.84,1.76,33,25.7,49,1.29,43,1.13,92,2.42,48,1.26,1,1,82,3.0,2.39
Premier League,2023-2024,SHEFFIELD UTD,1.0,3.0,10.53,31.58,0.84,2.47,5.26,26.32,2.74,35,25.7,31,0.82,18,0.47,49,1.29,26,0.68,5,5,101,5.0,1.16
Premier League,2023-2024,TOTTENHAM,2.0,1.42,68.42,57.89,1.89,1.79,36.84,15.79,1.61,29,25.2,69,1.82,58,1.53,127,3.34,67,1.76,2,2,92,4.0,3.29
Premier League,2023-2024,WEST HAM,1.63,1.47,36.84,10.53,1.53,2.42,36.84,31.58,1.95,26,28.3,58,1.53,40,1.05,98,2.58,54,1.42,4,5,82,3.0,2.47
Premier League,2023-2024,WOLVES,1.37,1.58,42.11,52.63,1.26,1.84,26.32,42.11,1.71,27,26.6,47,1.24,36,0.95,83,2.18,43,1.13,4,4,102,4.0,2.08
Serie A,2010-2011,BARI,0.63,1.47,10.53,36.84,0.79,1.47,15.79,63.16,1.47,34,26.9,27,0.71,18,0.47,45,1.18,22,0.58,5,8,79,7.0,1.05
Serie A,2010-2011,BOLOGNA,0.89,1.05,36.84,31.58,0.95,1.68,21.05,15.79,1.37,25,26.5,35,0.92,20,0.53,55,1.45,34,0.89,1,4,87,4.0,1.42
Serie A,2010-2011,BRESCIA,1.16,1.26,31.58,47.37,0.63,1.47,5.26,52.63,1.37,32,28.3,34,0.89,18,0.47,52,1.37,29,0.76,5,6,104,5.0,1.24
Serie A,2010-2011,CAGLIARI,1.42,1.21,42.11,42.11,0.89,1.47,21.05,47.37,1.34,22,26.2,41,1.08,28,0.74,69,1.82,40,1.05,1,2,75,0.0,1.79
Serie A,2010-2011,CATANIA,1.42,1.0,57.89,47.37,0.68,1.74,5.26,31.58,1.37,29,26.8,38,1.0,21,0.55,59,1.55,35,0.92,3,3,73,7.0,1.47
Serie A,2010-2011,CESENA,0.89,1.11,36.84,52.63,1.11,1.53,21.05,42.11,1.32,29,28.6,37,0.97,23,0.61,60,1.58,33,0.87,4,5,86,7.0,1.47
Serie A,2010-2011,CHIEVO,0.79,0.68,31.58,42.11,1.21,1.42,26.32,31.58,1.05,26,28.2,37,0.97,21,0.55,58,1.53,36,0.95,1,2,97,4.0,1.5
Serie A,2010-2011,FIORENTINA,1.47,0.95,47.37,52.63,1.11,1.37,15.79,36.84,1.16,30,27.5,47,1.24,32,0.84,79,2.08,44,1.16,3,4,73,5.0,2.0
Serie A,2010-2011,GENOA,1.53,1.26,52.63,52.63,0.84,1.21,21.05,52.63,1.24,32,27.8,42,1.11,29,0.76,71,1.87,40,1.05,2,2,69,5.0,1.82
Serie A,2010-2011,INTER,2.53,1.05,78.95,36.84,1.11,1.16,42.11,47.37,1.11,30,29.5,68,1.79,48,1.26,116,3.05,63,1.66,5,6,56,3.0,2.92
Serie A,2010-2011,JUVENTUS,1.84,1.63,42.11,36.84,1.16,0.84,36.84,26.32,1.24,32,27.4,56,1.47,35,0.92,91,2.39,52,1.37,4,4,74,5.0,2.29
Serie A,2010-2011,LAZIO,1.63,0.79,68.42,42.11,1.26,1.26,36.84,47.37,1.03,25,28.0,52,1.37,40,1.05,92,2.42,48,1.26,4,5,73,7.0,2.32
Serie A,2010-2011,LECCE,1.47,1.53,36.84,47.37,0.95,1.95,21.05,47.37,1.74,26,27.4,45,1.18,31,0.82,76,2.0,43,1.13,2,5,89,9.0,1.95
Serie A,2010-2011,MILAN,2.21,0.63,68.42,26.32,1.21,0.63,57.89,52.63,0.63,34,29.2,63,1.66,47,1.24,110,2.89,58,1.53,5,6,69,5.0,2.76
Serie A,2010-2011,NAPOLI,1.74,0.79,63.16,42.11,1.37,1.26,47.37,31.58,1.03,24,27.7,58,1.53,45,1.18,103,2.71,51,1.34,7,10,101,5.0,2.53
Serie A,2010-2011,PALERMO,1.74,1.47,57.89,42.11,1.32,1.84,31.58,52.63,1.66,27,24.9,58,1.53,31,0.82,89,2.34,56,1.47,2,4,82,3.0,2.29
Serie A,2010-2011,PARMA,1.11,0.84,36.84,36.84,0.95,1.63,21.05,15.79,1.24,31,28.1,39,1.03,17,0.45,56,1.47,36,0.95,3,3,93,7.0,1.39
Serie A,2010-2011,ROMA,1.63,0.95,57.89,31.58,1.47,1.79,36.84,52.63,1.37,29,29.7,57,1.5,33,0.87,90,2.37,46,1.21,11,13,84,9.0,2.08
Serie A,2010-2011,SAMPDORIA,1.11,1.11,26.32,47.37,0.63,1.47,15.79,42.11,1.29,30,26.0,32,0.84,13,0.34,45,1.18,25,0.66,7,8,84,5.0,1.0
Serie A,2010-2011,UDINESE,1.42,0.84,57.89,36.84,2.0,1.42,47.37,42.11,1.13,24,25.6,65,1.71,41,1.08,106,2.79,60,1.58,5,7,77,7.0,2.66
Serie A,2011-2012,ATALANTA,1.21,0.79,47.37,31.58,0.95,1.47,21.05,21.05,1.13,30,26.8,39,1.03,22,0.58,61,1.61,36,0.95,3,4,102,4.0,1.53
Serie A,2011-2012,BOLOGNA,1.21,1.26,42.11,26.32,0.95,1.0,26.32,21.05,1.13,27,28.1,41,1.08,25,0.66,66,1.74,39,1.03,2,3,97,3.0,1.68
Serie A,2011-2012,CAGLIARI,1.21,0.84,36.84,15.79,0.74,1.58,15.79,42.11,1.21,25,26.6,35,0.92,20,0.53,55,1.45,29,0.76,6,6,83,2.0,1.29
Serie A,2011-2012,CATANIA,1.26,0.79,47.37,47.37,1.21,1.95,10.53,21.05,1.37,33,27.5,46,1.21,24,0.63,70,1.84,37,0.97,9,11,82,6.0,1.61
Serie A,2011-2012,CESENA,0.79,1.26,10.53,36.84,0.47,1.89,10.53,36.84,1.58,34,28.8,23,0.61,10,0.26,33,0.87,19,0.5,4,7,105,10.0,0.76
Serie A,2011-2012,CHIEVO,0.84,0.79,42.11,52.63,1.0,1.58,21.05,42.11,1.18,26,28.0,35,0.92,22,0.58,57,1.5,32,0.84,3,5,85,1.0,1.42
Serie A,2011-2012,FIORENTINA,1.26,1.16,36.84,31.58,0.68,1.11,21.05,36.84,1.13,28,27.0,36,0.95,22,0.58,58,1.53,30,0.79,6,8,93,3.0,1.37
Serie A,2011-2012,GENOA,1.53,1.26,47.37,47.37,1.11,2.37,10.53,42.11,1.82,29,28.3,49,1.29,29,0.76,78,2.05,44,1.16,5,6,95,11.0,1.92
Serie A,2011-2012,INTER,1.89,1.42,52.63,47.37,1.16,1.47,36.84,42.11,1.45,30,29.7,57,1.5,39,1.03,96,2.53,49,1.29,8,11,63,4.0,2.32
Serie A,2011-2012,JUVENTUS,2.11,0.63,68.42,15.79,1.47,0.42,52.63,26.32,0.53,25,28.0,67,1.76,45,1.18,112,2.95,65,1.71,2,4,72,4.0,2.89
Serie A,2011-2012,LAZIO,1.47,0.84,52.63,36.84,1.47,1.63,42.11,47.37,1.24,32,29.1,54,1.42,37,0.97,91,2.39,47,1.24,7,7,81,9.0,2.21
Serie A,2011-2012,LECCE,1.16,1.53,15.79,42.11,0.95,1.42,26.32,36.84,1.47,31,27.8,40,1.05,21,0.55,61,1.61,34,0.89,6,7,113,9.0,1.45
Serie A,2011-2012,MILAN,1.89,0.58,63.16,31.58,2.0,1.16,63.16,21.05,0.87,32,29.1,72,1.89,44,1.16,116,3.05,62,1.63,10,10,79,4.0,2.79
Serie A,2011-2012,NAPOLI,2.05,1.16,52.63,15.79,1.42,1.26,31.58,21.05,1.21,25,28.3,65,1.71,40,1.05,105,2.76,61,1.61,4,9,80,5.0,2.66
Serie A,2011-2012,NOVARA,1.05,1.42,26.32,21.05,0.79,2.0,10.53,31.58,1.71,32,28.7,34,0.89,17,0.45,51,1.34,28,0.74,6,7,83,6.0,1.18
Serie A,2011-2012,PALERMO,2.0,1.58,52.63,31.58,0.74,1.68,5.26,26.32,1.63,30,26.3,50,1.32,34,0.89,84,2.21,45,1.18,5,5,91,6.0,2.08
Serie A,2011-2012,PARMA,1.79,1.05,52.63,26.32,1.05,1.74,26.32,36.84,1.39,32,28.2,52,1.37,25,0.66,77,2.03,45,1.18,7,8,83,2.0,1.84
Serie A,2011-2012,ROMA,2.05,1.16,52.63,42.11,1.11,1.68,31.58,36.84,1.42,30,26.9,59,1.55,40,1.05,99,2.61,57,1.5,2,4,80,10.0,2.55
Serie A,2011-2012,SIENA,1.42,1.0,42.11,26.32,0.95,1.37,15.79,31.58,1.18,29,28.2,45,1.18,20,0.53,65,1.71,38,1.0,7,8,96,2.0,1.53
Serie A,2011-2012,UDINESE,1.74,0.68,68.42,31.58,1.0,1.16,26.32,36.84,0.92,26,26.7,51,1.34,35,0.92,86,2.26,47,1.24,4,5,88,3.0,2.16
Serie A,2012-2013,ATALANTA,1.0,1.26,31.58,57.89,1.05,1.68,26.32,52.63,1.47,35,27.7,38,1.0,25,0.66,63,1.66,33,0.87,5,5,126,12.0,1.53
Serie A,2012-2013,BOLOGNA,1.58,1.26,31.58,15.79,0.84,1.47,26.32,63.16,1.37,31,26.8,45,1.18,28,0.74,73,1.92,41,1.08,4,5,106,3.0,1.82
Serie A,2012-2013,CAGLIARI,1.26,1.26,42.11,47.37,1.0,1.63,21.05,21.05,1.45,25,26.1,41,1.08,27,0.71,68,1.79,34,0.89,7,9,109,9.0,1.61
Serie A,2012-2013,CATANIA,1.63,0.79,63.16,47.37,1.0,1.63,15.79,21.05,1.21,29,27.9,50,1.32,38,1.0,88,2.32,49,1.29,1,2,95,7.0,2.29
Serie A,2012-2013,CHIEVO,0.95,0.84,31.58,31.58,1.0,1.89,31.58,31.58,1.37,35,28.6,37,0.97,24,0.63,61,1.61,32,0.84,5,6,105,4.0,1.47
Serie A,2012-2013,FIORENTINA,2.11,1.0,68.42,36.84,1.68,1.32,42.11,36.84,1.16,30,26.8,70,1.84,56,1.47,126,3.32,63,1.66,7,10,93,3.0,3.13
Serie A,2012-2013,GENOA,1.37,1.58,26.32,15.79,0.63,1.16,15.79,42.11,1.37,37,27.7,38,1.0,31,0.82,69,1.82,36,0.95,2,4,105,4.0,1.76
Serie A,2012-2013,INTER,1.58,1.63,42.11,42.11,1.32,1.37,42.11,31.58,1.5,36,28.2,52,1.37,42,1.11,94,2.47,48,1.26,4,5,87,4.0,2.37
Serie A,2012-2013,JUVENTUS,1.89,0.53,73.68,31.58,1.84,0.74,68.42,47.37,0.63,28,27.8,71,1.87,49,1.29,120,3.16,63,1.66,8,11,77,1.0,2.95
Serie A,2012-2013,LAZIO,1.84,0.84,68.42,47.37,0.84,1.37,26.32,31.58,1.11,28,29.1,48,1.26,30,0.79,78,2.05,41,1.08,7,9,91,8.0,1.87
Serie A,2012-2013,MILAN,1.74,0.79,68.42,52.63,1.79,1.26,42.11,31.58,1.03,29,26.9,64,1.68,36,0.95,100,2.63,54,1.42,10,11,99,7.0,2.37
Serie A,2012-2013,NAPOLI,2.32,0.95,73.68,36.84,1.53,0.95,47.37,31.58,0.95,27,28.5,72,1.89,55,1.45,127,3.34,65,1.71,7,10,90,0.0,3.16
Serie A,2012-2013,PALERMO,1.26,1.37,26.32,26.32,0.53,1.47,5.26,31.58,1.42,36,26.9,34,0.89,26,0.68,60,1.58,32,0.84,2,2,98,8.0,1.53
Serie A,2012-2013,PARMA,1.47,0.95,47.37,31.58,0.89,1.47,21.05,36.84,1.21,33,28.1,44,1.16,29,0.76,73,1.92,41,1.08,3,5,109,3.0,1.84
Serie A,2012-2013,PESCARA,0.79,2.21,21.05,36.84,0.63,2.21,10.53,31.58,2.21,39,25.8,27,0.71,15,0.39,42,1.11,25,0.66,2,3,103,9.0,1.05
Serie A,2012-2013,ROMA,2.11,1.26,52.63,26.32,1.63,1.68,42.11,42.11,1.47,24,26.0,68,1.79,43,1.13,111,2.92,63,1.66,5,7,91,8.0,2.79
Serie A,2012-2013,SAMPDORIA,1.32,1.16,42.11,42.11,0.95,1.53,15.79,36.84,1.34,29,25.0,41,1.08,29,0.76,70,1.84,35,0.92,6,7,93,9.0,1.68
Serie A,2012-2013,SIENA,0.84,1.0,31.58,42.11,1.05,2.0,15.79,47.37,1.5,37,28.9,35,0.92,28,0.74,63,1.66,31,0.82,4,7,108,6.0,1.55
Serie A,2012-2013,TORINO,1.21,1.37,31.58,31.58,1.21,1.53,10.53,21.05,1.45,29,27.7,45,1.18,32,0.84,77,2.03,40,1.05,5,6,86,5.0,1.89
Serie A,2012-2013,UDINESE,1.63,0.84,57.89,31.58,1.47,1.53,36.84,42.11,1.18,30,26.3,59,1.55,37,0.97,96,2.53,55,1.45,4,6,90,6.0,2.42
Serie A,2013-2014,ATALANTA,1.47,1.16,57.89,36.84,0.79,1.53,21.05,57.89,1.34,31,28.4,43,1.13,32,0.84,75,1.97,41,1.08,2,3,90,0.0,1.92
Serie A,2013-2014,BOLOGNA,0.79,1.42,15.79,31.58,0.68,1.63,10.53,36.84,1.53,28,28.6,28,0.74,12,0.32,40,1.05,23,0.61,5,6,104,0.0,0.92
Serie A,2013-2014,CAGLIARI,1.26,1.42,42.11,52.63,0.53,1.37,5.26,31.58,1.39,31,27.2,34,0.89,21,0.55,55,1.45,29,0.76,5,8,104,0.0,1.32
